SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,244,600,357,363
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,245,600,344,361
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,246,600,380,374
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,247,600,377,370
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,248,600,356,365
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,249,600,339,356
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,250,548,311,325
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,251,500,321,331
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,252,500,314,312
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,253,500,285,266
SAN JOSE,CENTRAL,PAVAS,101009027 MARIA REINA,254,600,464,471
SAN JOSE,CENTRAL,PAVAS,101009027 MARIA REINA,255,600,458,455
SAN JOSE,CENTRAL,PAVAS,101009027 MARIA REINA,256,600,446,442
SAN JOSE,CENTRAL,PAVAS,101009027 MARIA REINA,257,600,430,440
SAN JOSE,CENTRAL,PAVAS,101009027 MARIA REINA,258,600,451,475
SAN JOSE,CENTRAL,PAVAS,101009027 MARIA REINA,259,600,440,456
SAN JOSE,CENTRAL,PAVAS,101009027 MARIA REINA,260,600,444,442
SAN JOSE,CENTRAL,PAVAS,101009027 MARIA REINA,261,521,388,390
SAN JOSE,CENTRAL,PAVAS,101009027 MARIA REINA,262,500,378,375
SAN JOSE,CENTRAL,PAVAS,101009027 MARIA REINA,263,500,387,383
SAN JOSE,CENTRAL,PAVAS,101009028 VILLA ESPERANZA,264,600,371,383
SAN JOSE,CENTRAL,PAVAS,101009028 VILLA ESPERANZA,265,600,370,358
SAN JOSE,CENTRAL,PAVAS,101009028 VILLA ESPERANZA,266,600,389,395
SAN JOSE,CENTRAL,PAVAS,101009028 VILLA ESPERANZA,267,600,371,380
SAN JOSE,CENTRAL,PAVAS,101009028 VILLA ESPERANZA,268,600,400,380
SAN JOSE,CENTRAL,PAVAS,101009028 VILLA ESPERANZA,269,600,375,376
SAN JOSE,CENTRAL,PAVAS,101009028 VILLA ESPERANZA,270,600,359,368
SAN JOSE,CENTRAL,PAVAS,101009028 VILLA ESPERANZA,271,600,371,368
SAN JOSE,CENTRAL,PAVAS,101009028 VILLA ESPERANZA,272,600,388,391
SAN JOSE,CENTRAL,PAVAS,101009028 VILLA ESPERANZA,273,600,371,377
SAN JOSE,CENTRAL,PAVAS,101009028 VILLA ESPERANZA,274,600,388,367
SAN JOSE,CENTRAL,PAVAS,101009028 VILLA ESPERANZA,275,600,376,383
SAN JOSE,CENTRAL,PAVAS,101009028 VILLA ESPERANZA,276,600,399,386
SAN JOSE,CENTRAL,PAVAS,101009028 VILLA ESPERANZA,277,588,380,387
SAN JOSE,CENTRAL,PAVAS,101009028 VILLA ESPERANZA,278,550,353,355
SAN JOSE,CENTRAL,PAVAS,101009028 VILLA ESPERANZA,279,550,354,360
SAN JOSE,CENTRAL,PAVAS,101009039 C.S.M MANUEL ANTONIO CHAPUI,280,122,26,12
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,281,600,418,423
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,282,600,420,414
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,283,600,411,413
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,284,600,408,411
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,285,600,421,419
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,286,600,411,402
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,287,600,420,432
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,288,600,409,416
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,289,600,438,432
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,290,600,419,417
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,291,600,397,415
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,292,600,402,421
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,293,600,419,410
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,294,600,388,390
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,295,600,413,422
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,296,600,397,391
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,297,600,411,407
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,298,600,397,400
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,299,600,408,411
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,300,600,415,429
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,301,600,404,415
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,302,600,436,440
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,303,600,410,401
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,304,600,410,425
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,305,600,429,412
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,306,539,376,376
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,307,500,338,349
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,308,500,343,343
SAN JOSE,CENTRAL,HATILLO,101010007 HATILLO,309,500,348,342
SAN JOSE,CENTRAL,HATILLO,101010025 SAGRADA FAMILIA,310,600,338,354
SAN JOSE,CENTRAL,HATILLO,101010025 SAGRADA FAMILIA,311,600,341,354
SAN JOSE,CENTRAL,HATILLO,101010025 SAGRADA FAMILIA,312,600,326,343
SAN JOSE,CENTRAL,HATILLO,101010025 SAGRADA FAMILIA,313,600,359,355
SAN JOSE,CENTRAL,HATILLO,101010025 SAGRADA FAMILIA,314,600,327,328
